Uniq Id,Crawl Timestamp,Product Url,Product Name,Description,List Price,Sale Price,Brand,Item Number,Gtin,Package Size,Category,Postal Code,Available
9037b9a8487e3875aefeb74ecad186c5,2019-03-22 18:09:59 +0000,https://www.walmart.com/ip/SENI-S-RE10-BQ1-Super-Quatro-Briefs-Regular-40-Case/909757723,SENI S-RE10-BQ1 Super Quatro Briefs-Regular-40/Case, 40&quot; - 50&quot; waist/hip size FREE pack of Seni WA48-C11 large surface washcloths with purchase Hydrophobic standing side gathers and leg cuffs Maximum protection |SENI S-RE10-BQ1 Super Quatro Briefs-Regular-40/Case,59.74,59.74,Seni,,8.77353E+11,,Personal Care|Incontinence|All Incontinence,,FALSE
386f991e32317c2a25832cd0e14250df,2019-03-22 17:59:14 +0000,https://www.walmart.com/ip/Skull-Crossbones-Screen-Print-Soft-Mesh-Harness-Pink-Medium/823898379,Skull Crossbones Screen Print Soft Mesh Harness Pink Medium,|Our soft mesh harnesses are conveniently made to slip over the dog's head and attach only once under the belly. There is a leash attachment on the back for walking. They contain a layer of padd- SKU: ZX9MR70-45MDPK,26.97,19.84,Unconditional Love,,7.23903E+11,,Pets|Dogs|Dog Collars & Leashes,,TRUE
f0fd97cf8022f8fb44d289160994db1e,2019-03-22 17:30:20 +0000,https://www.walmart.com/ip/Country-Brook-Design-3-4-Inch-Nylon-Dog-Leash-Various-Colors-Lengths/370929133,Country Brook Design 3/4 Inch Nylon Dog Leash (Various Colors & Lengths),"Country Brook Design's nylon leashes are strong and durable. Just like the collars, our leashes are custom made using high quality snap hooks. They are made with nylon webbing not polypropylene and have a tensile strength of 4200 pounds. They are four times as strong and will out last polypro leashes by many years.| 4 FOOT NYLON LEASH | 3/4 INCH WIDE | Length to give your pup freedom. Available lengths: 6 foot, 4 foot and 2 foot3,000 TENSILE STRENGTH | Constructed with top quality materials. 100% nylon webbing, featuring durable hardware. VIBRANT COLORS | Bold color that will hold its hue for years to come. Multiple color options in other ad. Leashes for all sizes; small, medium, and large. BOX STITCHING | Heavy duty stitching ensures strength throughout the leash. MADE IN THE USA | Let your freedom flag wave, we make our products right here in the U.S. of A! ",10.95,8.95,Country Brook Design,,94393749974,size-4',Pets|Dogs|Dog Collars & Leashes,,TRUE
901baac3bc6cdc9d9a58548c1f842bb7,2019-03-22 17:01:30 +0000,https://www.walmart.com/ip/walt-disney-movies-tv-shows-santa-jack-vs-boogey-man-seatbelt-pet-dog-cat-collar/135104193,walt disney movies tv shows santa jack vs boogey man seatbelt pet dog cat collar,"walt disney movies tv shows santa jack vs boogey man seatbelt pet dog cat collar| Officially Licensed Size Run: Small, Medium, Large with a Regular or Wide Collar Width Great For Any Pet ",28.95,28.95,buckle-down,,7.00146E+11,size-large,Pets|Dogs|Dog Collars & Leashes,,TRUE
c8748b64259474ae6587ed9ef63b3c2d,2019-03-22 17:55:24 +0000,https://www.walmart.com/ip/pedag-DROP-Metatarsal-Arch-Pads-to-Lift-and-Shape-Forefoot-in-Anatomically-Correct-Leather-Size-Large-M-7-10/857487168,"pedag DROP Metatarsal Arch Pads to Lift and Shape Forefoot in Anatomically Correct, Leather, Size Large M 7-10","pedag&reg; DROP is medium size teardrop shaped Metatarsal Pads relieves Burning and Stinging Symptoms, For Feet with Spreading Metatarsal Arches, Self-adhesive, Vegetable Tanned Leather and Skin Tested Latex, Hand Made in Germany from natural materials|Relieves forefoot pain",10.69,10.69,pedag,4.00035E+11,,size-m11-13,Health|Foot Care|Insoles,,TRUE
6b5fa373bb061c5d037de7a2dfabd5a4,2019-03-22 17:52:43 +0000,https://www.walmart.com/ip/Replacement-for-SUBARU-LEGACY-YEAR-1998-BRAKE-LIGHT-10-PACK-replacement-light-bulb-lamp/448184965,Replacement for SUBARU LEGACY YEAR 1998 BRAKE LIGHT 10 PACK replacement light bulb lamp, Volts: 12.80 Watts: 26.88 Amps: 2.100 Bulb Shape: S8 Manufacturer: CHOSEN SUPPLIES |Replacement for SUBARU LEGACY YEAR 1998 BRAKE LIGHT 10 PACK replacement light bulb lamp,39.12,39.12,CHOSEN SUPPLIES,,7.96294E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
caa5a02cc9f8f99516c4987cc3d29760,2019-03-22 18:33:22 +0000,https://www.walmart.com/ip/Replacement-for-PLUSRITE-50PAR30-FL-120-replacement-light-bulb-lamp/541430620,Replacement for PLUSRITE 50PAR30/FL/120 replacement light bulb lamp, Volts: 120 Watts: 50 Amps: 0.417 Bulb Shape: PAR30 Manufacturer: CHOSEN SUPPLIES |Replacement for PLUSRITE 50PAR30/FL/120 replacement light bulb lamp,32.51,32.51,CHOSEN SUPPLIES,,6.17457E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
d51474aca4bd0041105cad2223598b32,2019-03-22 18:13:26 +0000,https://www.walmart.com/ip/Now-Foods-PROGESTERONE-CREAM-W-LAVENDER-3-OZ-Pack-of-2/153410326,"Now Foods PROGESTERONE CREAM W/LAVENDER 3 OZ, Pack of 2"," 20 mg of Natural Progesterone Per Pump No Artificial Colors or Fragrances Paraben Free Suggested Use 1 full pump dispenses about 1.3 g of cream providing 20 mg of USP Progesterone. This container yields approximately 65 pumps. Rotate application between abdomen, hands and thighs. Use 1x or 2x daily. For external use only. Warnings Discontinue use if irritation or red skin develops, and consult a physician. Do not use if pregnant or lactating. California Proposition 65 WARNING: This product contains progesterone, a chemical known to the State of California to cause cancer. Consult with your physician before using this product. Please do not buy this product if seal is broken. NOW does not test on animals. Please recycle. |Now Foods PROGESTERONE CREAM W/LAVENDER 3 OZ, Pack of 2",99.99,99.99,NOW,,3.09788E+11,,Beauty|Skin Care|Face Moisturizers,,FALSE
4c3d18ddee0def32f4682dc106ccaddb,2019-03-22 17:57:13 +0000,https://www.walmart.com/ip/HILASON-1200D-RIPSTOP-WATERPROOF-TURNOUT-HORSE-LIGHT-WINTER-SHEET-GREN-PLAID/193229731,HILASON 1200D RIPSTOP WATERPROOF TURNOUT HORSE LIGHT WINTER SHEET GREN PLAID,AEHB201416SH|These Hilason Brand Horse sheets are the perfect companion for your horse in cold and wet weather. Only the best materials are carefully sourced from around the world that is tailor made according to strict specifications which are based on customer needs and feedbacks. The sheets are Built on Toughmaster Brand 1200-Denier Rip-stop outer shell. ToughMaster is the one of the Best brands that makes top quality fabrics for the horse sheet/ blanket industry. They are Ripstop waterproof and breathable. These features are not just mentioned for fun but are lab tested to withstand over 10000 PSI of air and water pressure something even top brands are not able to withstand. The lining is made of a highly Durable Persian Twisted Woven Tafeta Lining that will withstand the wear and tear of daily use. The double-stitched taped and reinforced seems gives the sheet that extra strength and durability you would rarely find in most of our competitors. It has tail flaps and to maintain the temperature and prevent cold air entry. Some of the other unique features of this sheet is the Low Cross Sursingle Shoulder Gussets for easy movement fleece at withers to prevent rubbing double-buckle front closure removable elastic leg straps and Dees on both side for easy attachment of hood or neck covers.,82.95,82.95,HILASON,,7.92484E+11,size-92inches,Sports & Outdoors|Outdoor Sports|Rodeo Supplies,,FALSE
20a7a0474e5d06c114faf770c8b6f60a,2019-03-22 18:18:27 +0000,https://www.walmart.com/ip/Hound-Gatos-Pet-Food-Grain-Free-Pork-Wet-Cat-Food-5-5-Oz/121661459,"Hound & Gatos Pet Food Grain-Free Pork Wet Cat Food, 5.5 Oz","Hound &amp; Gatos Pet Food Grain-Free Pork Wet Cat FoodHound &amp; Gatos makes cat food according to a Paleolithic diet -- an ancestrally appropriate feline diet focused on wholesome meat with no added carbohydrates. Made in South Dakota, all Hound &amp; Gatos products use human-quality pure meat, vitamins and minerals. Their recipes contain no soy, grains, glutens, beef liver, chicken liver, artificial preservatives, colors and flavors.Hound &amp; Gatos Pork Recipe for cats is delicious with 100% pork protein and 0% plant protein. This grain-free canned food helps prevent conditions like feline kidney disease and feline inflammatory bowel disease. Hound &amp; Gatos Pork Recipe has 202 kilocalories per 5.5-oz. can and 1296 kilocalories per kilogram.Ingredients: Pork, Water, Dicalcium Phosphate, Calcium Carbonate, Choline Chloride, Guar Gum, Potassium Chloride, Xanthan Gum, Cassia Gum, Salt, Taurine, Magnesium Proteinate, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate (Vitamin B1), Niacin Supplement (Vitamin B3), Vitamin E Supplement, Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Ribofl avin Supplement (Vitamin B2), Biotin (Vitamin B7), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid (Vitamin B9) Ga AfGuaranteed Analysis: Crude Protein (Min).........................................10.50% Crude Fat (Min)...............................................10.00% Crude Fiber (Max).............................................0.50% Moisture (Max)................................................78.00% Phosphorus (Max).............................................0.25%|Hound &amp; Gatos Pet Food Grain-Free Pork Wet Cat Food, 5.5 Oz",60.33,60.33,Hound & Gatos,,6.39714E+11,,Pets|Cats|Cat Food,,FALSE
bc69ffff84c1f2a456573a9f21279f43,2019-03-22 17:23:18 +0000,https://www.walmart.com/ip/Cherry-Blossom-Glycerin-Soap/250979460,Cherry Blossom Glycerin Soap,"Our glycerin soap is detergent free and hypo-allergenic. Made with lots of coconut oil, this is a very gentle, natural soap for your skin. Glycerin soaps are less likely to irritate the skin or create negative reactions like normal soap does. Glycerin is a humectant, which means that it attracts moisture. Glycerin soaps attract moisture to your skin and keep it locked in. This provides your skin constant hydration. Glycerin soap can keep your skin feeling more hydrated for several hours after you use it. Using glycerin soap on a regular basis can help your skin become softer and suppler. Our Cherry Blossom is tender cherry blossoms, sensual white lilies and blushing violet petals blended with a hint of warm vanilla. This fragrance is phthalate free.| Handmade in the USA Detergent Free Glycerin Soap Paraben Free 4 Ounce Bar ",9.99,9.99,Eclectic Lady,,7.90492E+11,,Personal Care|Bath & Body|Bar Soap,,FALSE
122e269cfaa72e920ba020bfeac62298,2019-03-22 17:19:04 +0000,https://www.walmart.com/ip/Replacement-for-BMW-524TD-L6-2-4L-740CCA-OPTIONAL-TAIL-LIGHT-YEAR1983-10-PACK-replacement-light-bulb-lamp/932453832,Replacement for BMW 524TD L6 2.4L 740CCA OPTIONAL TAIL LIGHT YEAR1983 10 PACK replacement light bulb lamp, Volts: 12 Watts: 5 Amps: 0.417 Bulb Shape: G6 Manufacturer: CHOSEN SUPPLIES |Replacement for BMW 524TD L6 2.4L 740CCA OPTIONAL TAIL LIGHT YEAR1983 10 PACK replacement light bulb lamp,51.9,51.9,CHOSEN SUPPLIES,,7.47063E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
303002badf80a89988a447b065b93717,2019-03-22 17:59:19 +0000,https://www.walmart.com/ip/MATRIX-Total-Results-Pro-Solutionist-Alternate-Action-Shampoo-16-9oz-PACK-OF-7/154296504,"MATRIX Total Results Pro Solutionist Alternate Action Shampoo 16.9oz, PACK OF 7",MATRIX Total Results Pro Solutionist Alternate Action Shampoo 16.9 oz|Pack of 7 for the UPC: 826714893499,61.6,61.6,Matrix,,8.26715E+11,,Beauty|Hair Care|Shampoo,,TRUE
b50460f475c36f1ebe3dd43089988fb1,2019-03-22 17:21:00 +0000,https://www.walmart.com/ip/Ebe-Men-Gold-Shield-Half-Rim-Spring-Hinge-Reading-Glasses-a970/100335659,Ebe Men Gold Shield Half Rim Spring Hinge Reading Glasses a970,"Count on EBE for all of your eye correction needs this light weight sleek looking pair of glasses are something to be won. We guarantee you will love the style of these frames with the sharply colored temples on the side of your face give a great fashion look and a great comfort your face we guarantee your satisfaction.| Always custom made to your individual order specifications in our FDA Listed Lab with the remarkable Optical grade Custom frames and Lenses available. Better style better grade and always less than retail. Rx lens included! Glasses come with a Hard protective case and micro fiber cleaning cloth. Very light and strong frame with Ebe signature comfort fit bridge for easy all day use without hot spots. We design and produce all of our frames and lenses in our FDA listed Labs. Lenses Include Anti-Glare and Anti-Reflective Coating. You will Love your New Glasses and we Guarantee it 100%. We do not sell Cheap &quot;drug store&quot; reading glasses. Lens Width=50, Lens Height=27, Bridge Width=18, Temple Length=138, Frame Width=129 ",24.99,24.99,Eye Buy Express,,6.02798E+11,size-4.25,Health|Home Health Care|Daily Living Aids,,TRUE
a3bba967c28db32f39a9719ea606c86d,2019-03-22 17:57:25 +0000,https://www.walmart.com/ip/Giovanni-2Chic-Brazilian-Keratin-Argan-Oil-Ultra-Sleek-Hair-Body-Super-Lotion-53-ml-1-8-oz-Pack-of-4/708015161,"Giovanni 2Chic Brazilian Keratin & Argan Oil Ultra-Sleek Hair & Body Super Lotion, 53 ml / 1.8 oz-Pack of 4","Giovanni 2Chic Brazilian Keratin &amp; Argan Oil Ultra-Sleek Hair &amp; Body Super Lotion, 53 ml / 1.8 oz-Pack of 4| Weightlessly banish frizz Smooth and define curls and waves Add dazzling shine and control split ends Replenish vital moisture. Renew elasticity and protect color Defend against styling heat and prevent breakage Add to wet or dry hair for moisture and sleek style Detangle hair, banish frizz and prevent breakage For all hair types: 2chic hair &amp; body super potion oil transforms hair and skin with each rich, ultra-nourishing drop. Antioxidant power with polyphenols &amp; omega 3, 6 &amp; 9 compounds. &nbsp;",38.47,38.47,Giovanni,,8.82241E+11,,Beauty|Hair Care|Styling Products,,TRUE
34079cfef70edb06dd1df4ccabbb4e34,2019-03-22 18:26:39 +0000,https://www.walmart.com/ip/AARCO-Enclosed-Wall-Mounted-Bulletin-Board/16552585,AARCO Enclosed Wall Mounted Bulletin Board,Features: -Bulletin board. -Lockable doors. -Acrylic safety glass windows. -Continuous hinges. -Concealed mounting brackets. -Made in USA. Product Type: -Bulletin board. Mount Type: -Wall Mounted. Board Color: -Brown. Surface Material: -Cork. Framed: -Framed. Frame Material: -Plastic. Size 24&quot; H x 18&quot; W - Size: -Small 2' - 4'. Size 36&quot; H x 60&quot; W - Size: -Medium 4' - 6'. Size 48&quot; H x 96&quot; W - Size: -Large 6' to 8'. Dimensions: Overall Thickness: -2&quot;. Size 24&quot; H x 18&quot; W - Overall Height - Top to Bottom: -24&quot;. Size 24&quot; H x 18&quot; W - Overall Length - Side to Side: -24&quot;. Size 36&quot; H x 24&quot; W - Overall Length - Side to Side: -36&quot;. Size 36&quot; H x 24&quot; W - Overall Product Weight: -18 lbs. Size 36&quot; H x 30&quot; W - Overall Product Weight: -24 lbs. Size 36&quot; H x 36&quot; W - Overall Height - Top to Bottom: -36&quot;. Size 36&quot; H x 36&quot; W - Overall Product Weight: -40 lbs. Size 36&quot; H x 48&quot; W - Overall Length - Side to Side: -48&quot;. Size 36&quot; H x 48&quot; W - Overall Product Weight: -42 lbs. Size 36&quot; H x 6|AAO1191 Features Bulletin board Lockable doors Acrylic safety glass windows Continuous hinges Concealed mounting brackets Made in USA Product Type: Bulletin board Mount Type: Wall Mounted Board Color: Brown Surface Material: Cork Framed: Framed Frame Material: Plastic Size (24&quot; H x 18&quot; W): Small 2' - 4' Size (36&quot; H x 60&quot; W): Medium 4' - 6' Size (48&quot; H x 96&quot; W): Large 6' to 8' Dimensions Overall Thickness: 2&quot; Size 24&quot; H x 18&quot; W Overall Height - Top to Bottom: 24&quot; Overall Length - Side to Side: 24&quot; Size 36&quot; H x 24&quot; W Overall Length - Side to Side: 36&quot; Overall Product Weight: 18 lbs Size 36&quot; H x 30&quot; W Overall Product Weight: 24 lbs Size 36&quot; H x 36&quot; W Overall Height - Top to Bottom: 36&quot; Overall Product Weight: 40 lbs Size 36&quot; H x 48&quot; W Overall Length - Side to Side: 48&quot; Overall Product Weight: 42 lbs Size 36&quot; H x 60&quot; W Overall Length - Side to Side: 60&quot; ,586.25,586.25,AARCO,,98839017917,"size-36""x72""",Office|Boards & Easels|Bulletin Boards,,TRUE
15f40da1d15d78d5581a24c426869411,2019-03-22 17:01:47 +0000,https://www.walmart.com/ip/Matte-Light-Aqua-Euro-Bags-Quantity-100-Width-13-Gusset-5-by-Paper-Mart/334158941,"Matte Light Aqua Euro Bags | Quantity: 100 | Width: 13"" Gusset - 5"" by Paper Mart",Matte Light Aqua Euro Bag is a euro style bag finished with matte satin. These euro totes are made of sturdy paper and come with two rope handles for easy carrying and packaging. Just add your item inside to package!| Quantity: 100 Material: Satin ,100.74,100.74,Paper Mart,,6.00141E+11,,Party & Occasions|Party Supplies|Gift Wrap & Supplies,,TRUE
41c084ced8a6b8e6485bed89cee7ed53,2019-03-22 17:47:42 +0000,https://www.walmart.com/ip/Bee-Pollen-Granules-16-oz-ZIN-528591-2-Pack/336822534,"Bee Pollen Granules (16 oz, ZIN: 528591) - 2-Pack","|Bee Pollen Granules (16 oz, ZIN: 528591): Bee Pollen Granules - Larissa Veronica is an exclusive line of natural premium-quality products that use only the purest and finest ingredients from around the world. Larissa Veronica is hallmarked by the highest possible standards of purity, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped o",46,46,Larissa Veronica,,64445285910,,"Food|Condiments, Sauces & Spices|Salt, Spices & Seasoning",,TRUE
1517c3d7f769b5df449bf7bae21e1db7,2019-03-22 17:42:03 +0000,https://www.walmart.com/ip/ID-Badge-Size-Thermal-Laminating-Pouches-5-mil-4-1-4-x-2-1-5-10-Pack-Sold-as-1-Package-10-Each-per-Package/676573560,"ID Badge Size Thermal Laminating Pouches, 5 mil, 4 1/4 x 2 1/5, 10/Pack, Sold as 1 Package, 10 Each per Package","Protect and preserve documents you handle frequently. Scotch™ pouches are clear to let important information show through and moisture resistant to protect documents, pictures, cards and more. Compatible with all thermal laminators.|Protect and preserve documents you handle frequently. Scotch pouches are clear to let important information show through and moisture resistant to protect documents, pictures, cards and more. Compatible with all thermal laminators. Length: 4 1/4&quot;; Width: 2 1/4&quot;; For Use With: Thermal Laminators; Thickness/Gauge: 5 mil.",11.14,11.14,Scotch,,6.35665E+11,,Shop by Brand|Office|Scotch,,FALSE
cb3169704279564812d774a6b0e40c74,2019-03-22 18:25:21 +0000,https://www.walmart.com/ip/Replacement-for-STERLING-827-YEAR-1989-BRAKE-LIGHT-YELLOW-LED-REPLACEMENT-replacement-light-bulb-lamp/907261728,Replacement for STERLING 827 YEAR 1989 BRAKE LIGHT YELLOW LED REPLACEMENT replacement light bulb lamp, Volts: 12 Bulb Shape: T8 Manufacturer: CHOSEN SUPPLIES |Replacement for STERLING 827 YEAR 1989 BRAKE LIGHT YELLOW LED REPLACEMENT replacement light bulb lamp,32.5,32.5,CHOSEN SUPPLIES,,7.08628E+11,,Household Essentials|Light Bulbs|All Light Bulbs,,TRUE
